blind_id,task,repeat,condition,round,source,brief_intent_alignment,clarity_information_hierarchy,visual_system_craft,expressiveness_distinctiveness,overall
TG02_I077,ab000002,2,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/CEN_MAD/problems/ab000002/candidates/r5.png,70,68,69,65,69
TG02_I078,ab000002,2,MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/MAD/problems/ab000002/candidates/r5.png,81,79,80,76,80
TG03_I001,ab000003,1,SELF,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/SELF/problems/ab000003/candidates/r4.png,73,73,71,70,71
TG03_I002,ab000003,0,CEN_MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/CEN_MAD/problems/ab000003/candidates/r4.png,73,68,71,68,73
TG03_I003,ab000003,1,FUSED,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/FUSED/problems/ab000003/candidates/r3.png,74,74,71,76,73
TG03_I004,ab000003,0,AXES,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/AXES/problems/ab000003/candidates/r3.png,74,74,71,71,67
TG03_I005,ab000003,0,SELF,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/SELF/problems/ab000003/candidates/r1.png,71,72,70,75,73
TG03_I006,ab000003,1,FUSED,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/FUSED/problems/ab000003/candidates/r5.png,66,64,65,71,65
TG03_I007,ab000003,1,R0,0,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/R0/problems/ab000003/candidates/r0.png,69,66,73,67,63
TG03_I008,ab000003,0,R0,0,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/R0/problems/ab000003/candidates/r0.png,66,64,65,71,69
TG03_I009,ab000003,1,FUSED,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/FUSED/problems/ab000003/candidates/r4.png,68,65,69,72,68
TG03_I010,ab000003,1,SELF,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/SELF/problems/ab000003/candidates/r1.png,70,72,66,75,64
TG03_I011,ab000003,2,SELF,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/SELF/problems/ab000003/candidates/r4.png,72,73,71,70,66
TG03_I012,ab000003,0,AXES,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/AXES/problems/ab000003/candidates/r4.png,66,70,69,69,69
TG03_I013,ab000003,2,AXES,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/AXES/problems/ab000003/candidates/r5.png,66,64,65,71,65
TG03_I014,ab000003,2,MAD,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/MAD/problems/ab000003/candidates/r1.png,69,66,73,67,63
TG03_I015,ab000003,2,SELF,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/SELF/problems/ab000003/candidates/r1.png,71,72,67,70,73
TG03_I016,ab000003,0,CEN_MAD,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/CEN_MAD/problems/ab000003/candidates/r3.png,71,72,67,75,70
TG03_I017,ab000003,2,R0,0,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/R0/problems/ab000003/candidates/r0.png,69,71,66,75,63
TG03_I018,ab000003,2,FUSED,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/FUSED/problems/ab000003/candidates/r4.png,74,74,71,76,73
TG03_I019,ab000003,2,SELF,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/SELF/problems/ab000003/candidates/r3.png,67,70,69,69,70
TG03_I020,ab000003,0,SELF,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/SELF/problems/ab000003/candidates/r3.png,68,71,73,69,63
TG03_I021,ab000003,0,FUSED,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/FUSED/problems/ab000003/candidates/r2.png,74,68,68,68,64
TG03_I022,ab000003,2,AXES,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/AXES/problems/ab000003/candidates/r3.png,68,71,66,75,63
TG03_I023,ab000003,1,CEN_MAD,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/CEN_MAD/problems/ab000003/candidates/r1.png,73,68,67,68,64
TG03_I024,ab000003,0,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/CEN_MAD/problems/ab000003/candidates/r5.png,65,69,68,68,69
TG03_I025,ab000003,1,CEN_MAD,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/CEN_MAD/problems/ab000003/candidates/r3.png,68,65,66,66,63
TG03_I026,ab000003,0,MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/MAD/problems/ab000003/candidates/r4.png,73,68,67,73,66
TG03_I027,ab000003,2,MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/MAD/problems/ab000003/candidates/r4.png,69,66,73,67,63
TG03_I028,ab000003,2,AXES,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/AXES/problems/ab000003/candidates/r4.png,73,68,71,73,64
TG03_I029,ab000003,0,CEN_MAD,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/CEN_MAD/problems/ab000003/candidates/r1.png,71,72,67,75,64
TG03_I030,ab000003,2,CEN_MAD,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/CEN_MAD/problems/ab000003/candidates/r3.png,71,67,74,73,73
TG03_I031,ab000003,2,CEN_MAD,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/CEN_MAD/problems/ab000003/candidates/r2.png,74,74,75,71,69
TG03_I032,ab000003,1,AXES,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/AXES/problems/ab000003/candidates/r2.png,65,69,68,68,65
TG03_I033,ab000003,0,FUSED,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/FUSED/problems/ab000003/candidates/r1.png,72,73,74,70,64
TG03_I034,ab000003,0,FUSED,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/FUSED/problems/ab000003/candidates/r5.png,68,65,69,72,63
TG03_I035,ab000003,1,AXES,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/AXES/problems/ab000003/candidates/r5.png,72,67,67,73,66
TG03_I036,ab000003,2,MAD,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/MAD/problems/ab000003/candidates/r3.png,75,69,72,74,69
TG03_I037,ab000003,0,MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/MAD/problems/ab000003/candidates/r5.png,71,67,67,67,68
TG03_I038,ab000003,2,CEN_MAD,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/CEN_MAD/problems/ab000003/candidates/r1.png,66,70,72,69,67
TG03_I039,ab000003,1,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/CEN_MAD/problems/ab000003/candidates/r5.png,70,72,70,75,68
TG03_I040,ab000003,0,AXES,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/AXES/problems/ab000003/candidates/r1.png,71,72,70,70,70
TG03_I041,ab000003,1,MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/MAD/problems/ab000003/candidates/r4.png,73,73,67,70,73
TG03_I042,ab000003,2,FUSED,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/FUSED/problems/ab000003/candidates/r3.png,74,74,68,76,64
TG03_I043,ab000003,1,SELF,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/SELF/problems/ab000003/candidates/r2.png,70,66,66,72,66
TG03_I044,ab000003,1,CEN_MAD,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/CEN_MAD/problems/ab000003/candidates/r2.png,71,72,74,75,66
TG03_I045,ab000003,2,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/CEN_MAD/problems/ab000003/candidates/r5.png,75,69,75,68,71
TG03_I046,ab000003,0,FUSED,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/FUSED/problems/ab000003/candidates/r4.png,72,67,67,67,64
TG03_I047,ab000003,1,AXES,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/AXES/problems/ab000003/candidates/r4.png,72,67,67,73,71
TG03_I048,ab000003,2,AXES,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/AXES/problems/ab000003/candidates/r1.png,74,74,71,71,71
TG03_I049,ab000003,1,SELF,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/SELF/problems/ab000003/candidates/r3.png,70,66,66,72,66
TG03_I050,ab000003,2,MAD,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/MAD/problems/ab000003/candidates/r2.png,65,69,68,68,69
TG03_I051,ab000003,1,MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/MAD/problems/ab000003/candidates/r5.png,69,66,70,72,68
TG03_I052,ab000003,0,SELF,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/SELF/problems/ab000003/candidates/r5.png,69,66,73,67,70
TG03_I053,ab000003,2,SELF,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/SELF/problems/ab000003/candidates/r5.png,70,66,66,72,70
TG03_I054,ab000003,2,MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/MAD/problems/ab000003/candidates/r5.png,70,72,70,75,72
TG03_I055,ab000003,0,CEN_MAD,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/CEN_MAD/problems/ab000003/candidates/r2.png,70,66,66,67,68
TG03_I056,ab000003,1,AXES,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/AXES/problems/ab000003/candidates/r1.png,65,64,65,66,63
TG03_I057,ab000003,0,SELF,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/SELF/problems/ab000003/candidates/r4.png,73,73,75,70,64
TG03_I058,ab000003,1,MAD,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/MAD/problems/ab000003/candidates/r3.png,65,64,65,66,63
TG03_I059,ab000003,0,SELF,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/SELF/problems/ab000003/candidates/r2.png,74,68,71,73,64
TG03_I060,ab000003,1,FUSED,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/FUSED/problems/ab000003/candidates/r2.png,74,74,68,71,73
TG03_I061,ab000003,2,AXES,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/AXES/problems/ab000003/candidates/r2.png,70,66,66,72,70
TG03_I062,ab000003,1,CEN_MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/CEN_MAD/problems/ab000003/candidates/r4.png,72,73,67,76,64
TG03_I063,ab000003,2,FUSED,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/FUSED/problems/ab000003/candidates/r2.png,74,68,68,73,71
TG03_I064,ab000003,1,SELF,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/SELF/problems/ab000003/candidates/r5.png,73,68,71,68,66
TG03_I065,ab000003,0,MAD,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/MAD/problems/ab000003/candidates/r2.png,66,70,72,69,63
TG03_I066,ab000003,1,FUSED,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/FUSED/problems/ab000003/candidates/r1.png,75,69,72,68,73
TG03_I067,ab000003,2,SELF,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/SELF/problems/ab000003/candidates/r2.png,75,69,75,68,71
TG03_I068,ab000003,2,CEN_MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/CEN_MAD/problems/ab000003/candidates/r4.png,74,74,68,71,73
TG03_I069,ab000003,2,FUSED,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/FUSED/problems/ab000003/candidates/r1.png,67,70,65,69,72
TG03_I070,ab000003,0,MAD,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/MAD/problems/ab000003/candidates/r1.png,67,70,69,69,70
TG03_I071,ab000003,0,MAD,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/MAD/problems/ab000003/candidates/r3.png,67,70,69,74,67
TG03_I072,ab000003,1,MAD,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/MAD/problems/ab000003/candidates/r2.png,70,66,74,72,72
TG03_I073,ab000003,2,FUSED,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/FUSED/problems/ab000003/candidates/r5.png,73,68,67,68,64
TG03_I074,ab000003,0,AXES,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/AXES/problems/ab000003/candidates/r5.png,69,66,66,72,70
TG03_I075,ab000003,0,FUSED,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/FUSED/problems/ab000003/candidates/r3.png,68,65,73,66,70
TG03_I076,ab000003,0,AXES,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/AXES/problems/ab000003/candidates/r2.png,72,67,74,67,64
TG03_I077,ab000003,1,AXES,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/AXES/problems/ab000003/candidates/r3.png,67,70,65,69,72
TG03_I078,ab000003,1,MAD,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/MAD/problems/ab000003/candidates/r1.png,71,67,74,73,68
TG04_I001,ab000004,2,AXES,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/AXES/problems/ab000004/candidates/r2.png,73,72,80,74,71
TG04_I002,ab000004,2,CEN_MAD,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/CEN_MAD/problems/ab000004/candidates/r2.png,75,78,77,77,78
TG04_I003,ab000004,2,AXES,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/AXES/problems/ab000004/candidates/r4.png,76,73,81,74,71
TG04_I004,ab000004,2,CEN_MAD,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/CEN_MAD/problems/ab000004/candidates/r3.png,81,76,75,81,79
TG04_I005,ab000004,0,CEN_MAD,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/CEN_MAD/problems/ab000004/candidates/r2.png,75,73,77,74,73
TG04_I006,ab000004,0,SELF,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/SELF/problems/ab000004/candidates/r5.png,82,76,83,76,72
TG04_I007,ab000004,1,SELF,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/SELF/problems/ab000004/candidates/r1.png,83,77,76,82,79
TG04_I008,ab000004,2,R0,0,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/R0/problems/ab000004/candidates/r0.png,82,76,79,76,81
TG04_I009,ab000004,2,FUSED,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/FUSED/problems/ab000004/candidates/r3.png,81,76,79,76,81
TG04_I010,ab000004,2,CEN_MAD,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/CEN_MAD/problems/ab000004/candidates/r1.png,80,75,82,81,81
TG04_I011,ab000004,1,FUSED,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/FUSED/problems/ab000004/candidates/r4.png,76,73,77,80,76
TG04_I012,ab000004,2,SELF,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/SELF/problems/ab000004/candidates/r5.png,78,80,82,78,72
TG04_I013,ab000004,0,SELF,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/SELF/problems/ab000004/candidates/r3.png,73,77,76,76,73
TG04_I014,ab000004,2,FUSED,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/FUSED/problems/ab000004/candidates/r2.png,79,75,82,81,76
TG04_I015,ab000004,1,AXES,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/AXES/problems/ab000004/candidates/r5.png,80,75,82,75,79
TG04_I016,ab000004,1,CEN_MAD,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/CEN_MAD/problems/ab000004/candidates/r1.png,75,78,73,82,71
TG04_I017,ab000004,0,FUSED,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/FUSED/problems/ab000004/candidates/r3.png,79,75,78,75,81
TG04_I018,ab000004,0,SELF,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/SELF/problems/ab000004/candidates/r2.png,82,76,79,76,81
TG04_I019,ab000004,0,FUSED,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/FUSED/problems/ab000004/candidates/r5.png,82,76,76,81,79
TG04_I020,ab000004,2,MAD,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/MAD/problems/ab000004/candidates/r2.png,83,77,76,82,75
TG04_I021,ab000004,2,MAD,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/MAD/problems/ab000004/candidates/r1.png,76,79,81,83,73
TG04_I022,ab000004,0,MAD,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/MAD/problems/ab000004/candidates/r3.png,79,80,75,78,81
TG04_I023,ab000004,0,AXES,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/AXES/problems/ab000004/candidates/r1.png,80,81,75,84,72
TG04_I024,ab000004,0,AXES,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/AXES/problems/ab000004/candidates/r5.png,82,76,79,81,77
TG04_I025,ab000004,1,MAD,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/MAD/problems/ab000004/candidates/r1.png,80,75,79,81,76
TG04_I026,ab000004,1,AXES,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/AXES/problems/ab000004/candidates/r2.png,73,72,76,74,79
TG04_I027,ab000004,1,FUSED,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/FUSED/problems/ab000004/candidates/r3.png,83,77,83,82,77
TG04_I028,ab000004,1,AXES,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/AXES/problems/ab000004/candidates/r3.png,82,82,76,79,75
TG04_I029,ab000004,1,MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/MAD/problems/ab000004/candidates/r4.png,75,78,77,82,75
TG04_I030,ab000004,0,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/CEN_MAD/problems/ab000004/candidates/r5.png,75,73,73,80,73
TG04_I031,ab000004,1,SELF,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/SELF/problems/ab000004/candidates/r2.png,82,76,83,76,72
TG04_I032,ab000004,2,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/CEN_MAD/problems/ab000004/candidates/r5.png,75,73,81,74,71
TG04_I033,ab000004,1,SELF,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/SELF/problems/ab000004/candidates/r4.png,80,75,82,81,81
TG04_I034,ab000004,0,SELF,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/SELF/problems/ab000004/candidates/r1.png,73,77,80,82,73
TG04_I035,ab000004,2,CEN_MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/CEN_MAD/problems/ab000004/candidates/r4.png,75,73,77,74,73
TG04_I036,ab000004,1,CEN_MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/CEN_MAD/problems/ab000004/candidates/r4.png,76,79,77,83,80
TG04_I037,ab000004,2,FUSED,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/FUSED/problems/ab000004/candidates/r5.png,77,79,74,83,78
TG04_I038,ab000004,2,MAD,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/MAD/problems/ab000004/candidates/r3.png,81,76,83,81,81
TG04_I039,ab000004,0,MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/MAD/problems/ab000004/candidates/r5.png,77,79,74,83,71
TG04_I040,ab000004,2,AXES,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/AXES/problems/ab000004/candidates/r3.png,78,80,82,78,76
TG04_I041,ab000004,0,R0,0,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/R0/problems/ab000004/candidates/r0.png,83,82,80,84,81
TG04_I042,ab000004,1,AXES,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/AXES/problems/ab000004/candidates/r4.png,74,72,80,79,80
TG04_I043,ab000004,1,MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/MAD/problems/ab000004/candidates/r5.png,82,82,76,79,81
TG04_I044,ab000004,1,SELF,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/SELF/problems/ab000004/candidates/r3.png,73,77,73,82,77
TG04_I045,ab000004,2,SELF,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/SELF/problems/ab000004/candidates/r4.png,82,82,79,79,79
TG04_I046,ab000004,2,FUSED,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/FUSED/problems/ab000004/candidates/r1.png,83,77,83,76,73
TG04_I047,ab000004,1,SELF,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/SELF/problems/ab000004/candidates/r5.png,75,78,81,77,71
TG04_I048,ab000004,2,SELF,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/SELF/problems/ab000004/candidates/r3.png,82,76,76,76,77
TG04_I049,ab000004,1,FUSED,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/FUSED/problems/ab000004/candidates/r2.png,80,75,75,81,74
TG04_I050,ab000004,1,MAD,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/MAD/problems/ab000004/candidates/r2.png,78,80,82,78,76
TG04_I051,ab000004,1,CEN_MAD,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/CEN_MAD/problems/ab000004/candidates/r2.png,81,81,79,78,74
TG04_I052,ab000004,2,MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/MAD/problems/ab000004/candidates/r5.png,83,77,80,76,81
TG04_I053,ab000004,1,R0,0,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/R0/problems/ab000004/candidates/r0.png,83,77,76,82,79
TG04_I054,ab000004,0,FUSED,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/FUSED/problems/ab000004/candidates/r4.png,83,77,80,82,73
TG04_I055,ab000004,1,FUSED,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/FUSED/problems/ab000004/candidates/r5.png,80,81,75,84,79
TG04_I056,ab000004,0,MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/MAD/problems/ab000004/candidates/r4.png,73,72,73,79,77
TG04_I057,ab000004,2,SELF,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/SELF/problems/ab000004/candidates/r1.png,79,75,78,81,76
TG04_I058,ab000004,1,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/CEN_MAD/problems/ab000004/candidates/r5.png,80,81,75,84,72
TG04_I059,ab000004,2,MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/MAD/problems/ab000004/candidates/r4.png,73,77,80,76,71
TG04_I060,ab000004,1,FUSED,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/FUSED/problems/ab000004/candidates/r1.png,73,72,73,79,77
TG04_I061,ab000004,0,MAD,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/MAD/problems/ab000004/candidates/r2.png,79,80,75,83,78
TG04_I062,ab000004,0,SELF,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/SELF/problems/ab000004/candidates/r4.png,75,78,81,77,75
TG04_I063,ab000004,0,FUSED,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/FUSED/problems/ab000004/candidates/r2.png,80,75,75,81,79
TG04_I064,ab000004,1,MAD,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/MAD/problems/ab000004/candidates/r3.png,81,81,79,78,74
TG04_I065,ab000004,2,SELF,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/SELF/problems/ab000004/candidates/r2.png,81,76,75,76,72
TG04_I066,ab000004,0,CEN_MAD,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/CEN_MAD/problems/ab000004/candidates/r1.png,81,81,79,78,74
TG04_I067,ab000004,0,AXES,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/AXES/problems/ab000004/candidates/r3.png,74,72,73,79,73
TG04_I068,ab000004,0,AXES,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/AXES/problems/ab000004/candidates/r2.png,82,76,76,76,72
TG04_I069,ab000004,0,MAD,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/MAD/problems/ab000004/candidates/r1.png,82,76,76,81,75
TG04_I070,ab000004,2,FUSED,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/FUSED/problems/ab000004/candidates/r4.png,77,74,81,80,76
TG04_I071,ab000004,0,FUSED,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/FUSED/problems/ab000004/candidates/r1.png,76,79,81,77,71
TG04_I072,ab000004,0,CEN_MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/CEN_MAD/problems/ab000004/candidates/r4.png,73,72,76,79,75
